Order_Items_id,Order_id,Product_id,Product_name,Quantity,Sales,Profit,Order_Date,Region,Category,,,,,,,,,,,
747,647,10,Laptop,1,687,62.82,26-07-2024,East,Electronics,,,,,,,,,,,
748,648,6,Smartwatch,3,2943,234.27,31-10-2024,South,Electronics,,,,,,,,,,,
749,649,1,Printer,7,5649,660.37,28-04-2022,East,Office,,,,,,,,,,,
750,650,3,Tablet,8,3296,623.67,15-08-2024,North,Electronics,,,,,,,,,,,
751,651,5,Headphones,3,1137,173.92,28-09-2024,North,Accessories,,,,,,,,,,,
752,652,8,Smartphone,2,380,101.7,18-07-2024,North,Electronics,,,,,,,,,,,
753,653,10,Laptop,5,4405,1247.86,22-10-2022,West,Electronics,,,,,,,,,,,
754,654,3,Tablet,1,120,9.43,01-11-2022,East,Electronics,,,,,,,,,,,
755,655,1,Printer,1,1176,182.07,13-06-2023,East,Office,,,,,,,,,,,
756,656,4,Camera,3,1770,366.58,20-02-2023,South,Electronics,,,,,,,,,,,
757,657,4,Camera,6,4302,965.02,20-05-2023,South,Electronics,,,,,,,,,,,
758,658,4,Camera,3,2988,362.68,19-12-2023,North,Electronics,,,,,,,,,,,
759,659,5,Headphones,3,3033,458.41,17-06-2024,East,Accessories,,,,,,,,,,,
760,660,2,Mouse,9,6363,1752.65,14-07-2023,South,Accessories,,,,,,,,,,,
761,661,3,Tablet,6,3402,501.29,04-07-2022,West,Electronics,,,,,,,,,,,
762,662,9,Keyboard,4,3496,1032.81,23-03-2022,South,Accessories,,,,,,,,,,,
763,663,7,Monitor,4,1080,204.95,19-11-2022,East,Accessories,,,,,,,,,,,
764,664,5,Headphones,6,1530,218.99,28-02-2022,East,Accessories,,,,,,,,,,,
765,665,9,Keyboard,4,3568,764.2,11-09-2023,West,Accessories,,,,,,,,,,,
766,666,8,Smartphone,1,954,48.97,13-11-2022,West,Electronics,,,,,,,,,,,
767,667,4,Camera,4,1196,223.66,17-03-2024,West,Electronics,,,,,,,,,,,
768,668,6,Smartwatch,4,2136,217.47,13-02-2022,North,Electronics,,,,,,,,,,,
769,669,1,Printer,9,8496,2316.03,13-07-2024,South,Office,,,,,,,,,,,
770,670,10,Laptop,7,7280,1450.82,07-05-2024,West,Electronics,,,,,,,,,,,
771,671,6,Smartwatch,5,4935,625.39,24-09-2022,South,Electronics,,,,,,,,,,,
772,672,3,Tablet,8,9056,872.48,12-08-2024,South,Electronics,,,,,,,,,,,
773,673,6,Smartwatch,1,563,46.96,06-01-2023,South,Electronics,,,,,,,,,,,
774,674,1,Printer,2,1570,247.7,03-03-2022,South,Office,,,,,,,,,,,
775,675,4,Camera,3,2181,517.02,02-03-2022,North,Electronics,,,,,,,,,,,
776,676,2,Mouse,4,3808,442.33,25-09-2024,North,Accessories,,,,,,,,,,,
777,677,9,Keyboard,7,6552,635.09,06-12-2022,West,Accessories,,,,,,,,,,,
778,678,10,Laptop,8,6544,1086.29,18-06-2023,South,Electronics,,,,,,,,,,,
779,679,2,Mouse,3,2631,157.19,21-11-2023,West,Accessories,,,,,,,,,,,
780,680,7,Monitor,9,945,94.75,31-03-2023,West,Accessories,,,,,,,,,,,
781,681,7,Monitor,2,760,192.42,11-06-2024,West,Accessories,,,,,,,,,,,
782,682,7,Monitor,4,1392,394.48,25-04-2023,North,Accessories,,,,,,,,,,,
783,683,6,Smartwatch,3,1242,206.74,17-12-2022,East,Electronics,,,,,,,,,,,
784,684,10,Laptop,3,3183,868.73,05-07-2024,East,Electronics,,,,,,,,,,,
785,685,7,Monitor,5,4260,229.77,07-04-2023,West,Accessories,,,,,,,,,,,
786,686,8,Smartphone,1,1041,132.46,26-07-2022,West,Electronics,,,,,,,,,,,
787,687,6,Smartwatch,3,1692,348.81,18-05-2022,East,Electronics,,,,,,,,,,,
788,688,4,Camera,4,1728,403.06,15-03-2022,North,Electronics,,,,,,,,,,,
789,689,4,Camera,4,4484,893.27,13-10-2023,South,Electronics,,,,,,,,,,,
790,690,8,Smartphone,7,4123,750.05,19-06-2024,East,Electronics,,,,,,,,,,,
791,691,2,Mouse,2,2372,392.07,03-11-2024,East,Accessories,,,,,,,,,,,
792,692,8,Smartphone,7,5201,745.2,16-04-2023,East,Electronics,,,,,,,,,,,
793,693,2,Mouse,5,3100,695.28,27-09-2024,South,Accessories,,,,,,,,,,,
794,694,6,Smartwatch,6,5292,1105.95,12-07-2022,East,Electronics,,,,,,,,,,,
795,695,3,Tablet,6,5952,971.53,06-03-2023,South,Electronics,,,,,,,,,,,
796,696,8,Smartphone,4,1932,472.91,10-01-2023,East,Electronics,,,,,,,,,,,
797,697,3,Tablet,6,3486,1011.74,05-10-2023,West,Electronics,,,,,,,,,,,
798,698,3,Tablet,2,1708,441.43,25-05-2024,West,Electronics,,,,,,,,,,,
799,699,7,Monitor,4,4324,288.12,12-09-2024,South,Accessories,,,,,,,,,,,
800,700,10,Laptop,4,2708,302.14,30-07-2024,South,Electronics,,,,,,,,,,,
801,701,1,Printer,8,7944,1142.83,29-03-2022,West,Office,,,,,,,,,,,
802,702,4,Camera,3,684,39.33,10-04-2023,East,Electronics,,,,,,,,,,,
803,703,1,Printer,9,5904,1440.45,01-01-2023,West,Office,,,,,,,,,,,
804,704,1,Printer,5,4970,1080.12,20-03-2024,South,Office,,,,,,,,,,,
805,705,5,Headphones,2,2288,234.97,02-02-2024,West,Accessories,,,,,,,,,,,
806,706,8,Smartphone,6,4662,350.79,18-07-2023,East,Electronics,,,,,,,,,,,
807,707,2,Mouse,4,2532,404.96,25-02-2022,East,Accessories,,,,,,,,,,,
808,708,3,Tablet,8,9328,1008.6,19-12-2024,South,Electronics,,,,,,,,,,,
809,709,1,Printer,1,686,86.18,05-02-2022,North,Office,,,,,,,,,,,
810,710,6,Smartwatch,6,1290,343.35,29-02-2024,South,Electronics,,,,,,,,,,,
811,711,1,Printer,5,1205,235.19,26-08-2022,West,Office,,,,,,,,,,,
812,712,5,Headphones,7,7966,1313.56,17-09-2024,South,Accessories,,,,,,,,,,,
813,713,4,Camera,7,1085,130.72,14-08-2022,North,Electronics,,,,,,,,,,,
814,714,7,Monitor,9,6633,1239.11,29-08-2024,West,Accessories,,,,,,,,,,,
815,715,10,Laptop,7,5096,971.5,21-11-2024,North,Electronics,,,,,,,,,,,
816,716,3,Tablet,4,4120,710.07,20-07-2022,East,Electronics,,,,,,,,,,,
817,717,7,Monitor,3,1479,207.58,15-08-2022,West,Accessories,,,,,,,,,,,
818,718,8,Smartphone,7,1652,397.49,09-04-2024,West,Electronics,,,,,,,,,,,
819,719,10,Laptop,1,1028,240.61,07-07-2022,South,Electronics,,,,,,,,,,,
820,720,7,Monitor,4,4580,655.14,01-05-2023,East,Accessories,,,,,,,,,,,
821,721,7,Monitor,8,2152,196.53,28-01-2024,South,Accessories,,,,,,,,,,,
822,722,7,Monitor,6,4566,866.13,04-07-2022,South,Accessories,,,,,,,,,,,
823,723,5,Headphones,3,2244,301.53,06-04-2024,East,Accessories,,,,,,,,,,,
824,724,2,Mouse,4,1344,140.52,01-02-2024,West,Accessories,,,,,,,,,,,
825,725,1,Printer,6,2622,131.53,01-10-2023,South,Office,,,,,,,,,,,
826,726,8,Smartphone,1,325,46.84,03-12-2022,South,Electronics,,,,,,,,,,,
827,727,9,Keyboard,1,960,95.88,17-12-2024,West,Accessories,,,,,,,,,,,
828,728,8,Smartphone,7,2639,268.88,30-11-2023,North,Electronics,,,,,,,,,,,
829,729,1,Printer,5,1025,246.15,05-06-2024,South,Office,,,,,,,,,,,
830,730,7,Monitor,2,1924,434.86,13-01-2022,West,Accessories,,,,,,,,,,,
831,731,8,Smartphone,2,1660,362.88,29-08-2023,North,Electronics,,,,,,,,,,,
832,732,1,Printer,1,985,105.09,23-05-2022,North,Office,,,,,,,,,,,
833,733,9,Keyboard,5,2600,537.11,14-07-2024,North,Accessories,,,,,,,,,,,
834,734,4,Camera,4,2792,725.35,21-10-2024,West,Electronics,,,,,,,,,,,
835,735,5,Headphones,2,378,87.37,31-08-2024,North,Accessories,,,,,,,,,,,
836,736,4,Camera,8,968,271.61,17-04-2022,West,Electronics,,,,,,,,,,,
837,737,6,Smartwatch,3,564,108.35,12-05-2024,North,Electronics,,,,,,,,,,,
838,738,10,Laptop,5,2365,667.61,25-01-2023,South,Electronics,,,,,,,,,,,
839,739,8,Smartphone,6,3252,834.84,01-04-2024,West,Electronics,,,,,,,,,,,
840,740,4,Camera,1,276,42.68,05-05-2024,North,Electronics,,,,,,,,,,,
841,741,2,Mouse,3,3408,205.76,20-05-2024,West,Accessories,,,,,,,,,,,
842,742,10,Laptop,6,1398,180.88,20-10-2022,East,Electronics,,,,,,,,,,,
843,743,9,Keyboard,4,904,108.85,27-02-2022,North,Accessories,,,,,,,,,,,
844,744,9,Keyboard,1,1178,161.06,01-12-2023,South,Accessories,,,,,,,,,,,
845,745,5,Headphones,3,2535,292.19,29-07-2022,West,Accessories,,,,,,,,,,,
846,746,3,Tablet,1,496,146.92,17-04-2023,West,Electronics,,,,,,,,,,,
847,747,8,Smartphone,4,3888,284.17,30-06-2024,West,Electronics,,,,,,,,,,,
848,748,3,Tablet,7,4921,798.16,12-03-2024,East,Electronics,,,,,,,,,,,
849,749,6,Smartwatch,8,4472,290.79,04-07-2024,West,Electronics,,,,,,,,,,,
850,750,3,Tablet,3,603,153.37,09-04-2023,North,Electronics,,,,,,,,,,,
851,751,5,Headphones,9,1899,501.4,10-03-2023,West,Accessories,,,,,,,,,,,
852,752,1,Printer,4,544,67.84,03-01-2023,North,Office,,,,,,,,,,,
853,753,7,Monitor,9,6471,1844.59,29-05-2022,North,Accessories,,,,,,,,,,,
854,754,9,Keyboard,1,677,54.14,22-03-2023,North,Accessories,,,,,,,,,,,
855,755,10,Laptop,4,1372,302.58,07-09-2022,South,Electronics,,,,,,,,,,,
856,756,9,Keyboard,9,7542,1477.49,08-06-2024,North,Accessories,,,,,,,,,,,
857,757,7,Monitor,1,924,125.65,16-04-2023,West,Accessories,,,,,,,,,,,
858,758,8,Smartphone,5,3940,755.11,11-07-2022,East,Electronics,,,,,,,,,,,
859,759,3,Tablet,2,374,49.26,05-10-2024,West,Electronics,,,,,,,,,,,
860,760,1,Printer,5,1800,252.69,19-03-2023,North,Office,,,,,,,,,,,
861,761,7,Monitor,5,3170,868.34,26-12-2022,West,Accessories,,,,,,,,,,,
862,762,5,Headphones,7,5362,1029.47,17-08-2024,North,Accessories,,,,,,,,,,,
863,763,7,Monitor,9,5976,1747.57,05-11-2023,East,Accessories,,,,,,,,,,,
864,764,9,Keyboard,9,8514,1400.4,06-07-2023,North,Accessories,,,,,,,,,,,
865,765,10,Laptop,1,810,157.47,25-11-2023,South,Electronics,,,,,,,,,,,
866,766,2,Mouse,1,71,12.02,08-01-2022,South,Accessories,,,,,,,,,,,
867,767,10,Laptop,1,651,57.94,15-06-2022,North,Electronics,,,,,,,,,,,
868,768,7,Monitor,3,1245,119.11,13-03-2022,North,Accessories,,,,,,,,,,,
869,769,7,Monitor,1,464,58.38,06-11-2023,West,Accessories,,,,,,,,,,,
870,770,7,Monitor,5,5155,356.43,11-02-2023,North,Accessories,,,,,,,,,,,
871,771,8,Smartphone,5,5175,786.27,11-12-2023,East,Electronics,,,,,,,,,,,
872,772,8,Smartphone,2,1668,470.42,13-01-2022,East,Electronics,,,,,,,,,,,
873,773,1,Printer,3,1872,532.81,30-09-2024,East,Office,,,,,,,,,,,
874,774,10,Laptop,3,513,132.56,16-01-2023,North,Electronics,,,,,,,,,,,
875,775,1,Printer,2,2276,366.5,05-04-2024,West,Office,,,,,,,,,,,
876,776,2,Mouse,4,3428,305.79,02-01-2024,West,Accessories,,,,,,,,,,,
877,777,9,Keyboard,2,1640,176.87,02-03-2024,East,Accessories,,,,,,,,,,,
878,778,4,Camera,7,7077,1921.73,25-05-2024,East,Electronics,,,,,,,,,,,
879,779,1,Printer,9,9225,1391.15,20-10-2023,South,Office,,,,,,,,,,,
880,780,2,Mouse,5,3910,584.77,20-06-2022,South,Accessories,,,,,,,,,,,
881,781,1,Printer,5,1995,369.22,09-05-2023,West,Office,,,,,,,,,,,
882,782,9,Keyboard,7,385,43.43,31-08-2023,North,Accessories,,,,,,,,,,,
883,783,2,Mouse,4,4316,566.7,23-03-2023,East,Accessories,,,,,,,,,,,
884,784,6,Smartwatch,1,1169,340.69,28-04-2024,North,Electronics,,,,,,,,,,,
885,785,5,Headphones,5,2325,506.32,30-03-2023,East,Accessories,,,,,,,,,,,
886,786,7,Monitor,1,199,48.92,18-02-2024,North,Accessories,,,,,,,,,,,
887,787,6,Smartwatch,3,375,80.58,13-08-2022,South,Electronics,,,,,,,,,,,
888,788,10,Laptop,9,8010,763.32,05-05-2022,East,Electronics,,,,,,,,,,,
889,789,2,Mouse,4,316,77.13,03-01-2023,East,Accessories,,,,,,,,,,,
890,790,4,Camera,9,5895,442.49,14-11-2024,South,Electronics,,,,,,,,,,,
891,791,5,Headphones,4,388,35.21,09-04-2022,East,Accessories,,,,,,,,,,,
892,792,2,Mouse,5,3670,462.97,12-06-2024,West,Accessories,,,,,,,,,,,
893,793,8,Smartphone,9,7731,2178.05,15-10-2024,East,Electronics,,,,,,,,,,,
894,794,10,Laptop,3,1596,91.23,18-10-2023,South,Electronics,,,,,,,,,,,
895,795,4,Camera,4,4192,216.16,06-04-2024,East,Electronics,,,,,,,,,,,
896,796,3,Tablet,7,5264,756.33,29-07-2023,West,Electronics,,,,,,,,,,,
897,797,10,Laptop,1,425,48.81,04-06-2023,North,Electronics,,,,,,,,,,,
898,798,6,Smartwatch,4,3380,211.72,17-03-2022,North,Electronics,,,,,,,,,,,
899,799,1,Printer,7,8379,2009.05,07-03-2024,East,Office,,,,,,,,,,,
900,800,9,Keyboard,4,2040,393.72,05-03-2022,North,Accessories,,,,,,,,,,,
901,801,1,Printer,4,1336,116.65,17-04-2024,East,Office,,,,,,,,,,,
902,802,9,Keyboard,2,1934,157.41,22-08-2024,South,Accessories,,,,,,,,,,,
903,803,9,Keyboard,3,1560,391.11,09-04-2024,South,Accessories,,,,,,,,,,,
904,804,9,Keyboard,6,4446,1217.86,20-07-2024,North,Accessories,,,,,,,,,,,
905,805,1,Printer,3,1893,508.8,17-03-2023,West,Office,,,,,,,,,,,
906,806,4,Camera,4,4492,670.42,04-07-2024,East,Electronics,,,,,,,,,,,
907,807,2,Mouse,6,6228,1852.45,12-08-2023,South,Accessories,,,,,,,,,,,
908,808,4,Camera,7,4403,1295.89,23-04-2023,East,Electronics,,,,,,,,,,,
909,809,5,Headphones,9,4176,510.97,15-10-2022,South,Accessories,,,,,,,,,,,
910,810,9,Keyboard,2,486,64.43,24-05-2022,West,Accessories,,,,,,,,,,,
911,811,1,Printer,5,4880,1084.69,09-05-2022,East,Office,,,,,,,,,,,
912,812,1,Printer,5,265,53.21,02-11-2022,West,Office,,,,,,,,,,,
913,813,10,Laptop,1,1041,128.58,10-09-2023,East,Electronics,,,,,,,,,,,
914,814,8,Smartphone,8,9448,616.5,28-03-2024,East,Electronics,,,,,,,,,,,
915,815,5,Headphones,3,1617,440.46,01-07-2022,South,Accessories,,,,,,,,,,,
916,816,10,Laptop,2,1486,233.7,17-02-2024,West,Electronics,,,,,,,,,,,
917,817,6,Smartwatch,8,7152,1539.72,08-07-2023,East,Electronics,,,,,,,,,,,
918,818,2,Mouse,6,1404,368.36,29-12-2022,East,Accessories,,,,,,,,,,,
919,819,4,Camera,2,122,16.23,11-08-2023,South,Electronics,,,,,,,,,,,
920,820,4,Camera,9,7533,1285.72,01-08-2023,North,Electronics,,,,,,,,,,,
921,821,5,Headphones,4,3888,810.08,23-07-2023,South,Accessories,,,,,,,,,,,
922,822,8,Smartphone,5,870,48.87,05-07-2024,South,Electronics,,,,,,,,,,,
923,823,2,Mouse,2,1446,403.89,28-11-2022,South,Accessories,,,,,,,,,,,
924,824,3,Tablet,6,510,151.91,11-11-2024,South,Electronics,,,,,,,,,,,
925,825,9,Keyboard,8,6224,790.27,29-07-2024,West,Accessories,,,,,,,,,,,
926,826,9,Keyboard,2,686,85.03,25-04-2023,North,Accessories,,,,,,,,,,,
927,827,2,Mouse,4,2840,591.94,11-12-2023,West,Accessories,,,,,,,,,,,
928,828,10,Laptop,7,2562,347.62,12-11-2023,South,Electronics,,,,,,,,,,,
929,829,8,Smartphone,5,790,216.12,04-05-2024,West,Electronics,,,,,,,,,,,
930,830,10,Laptop,5,4170,786.42,09-07-2022,East,Electronics,,,,,,,,,,,
931,831,3,Tablet,4,1360,373.59,22-11-2022,East,Electronics,,,,,,,,,,,
932,832,4,Camera,6,5316,782.42,13-03-2022,East,Electronics,,,,,,,,,,,
933,833,10,Laptop,4,3956,293.38,20-07-2023,West,Electronics,,,,,,,,,,,
934,834,7,Monitor,3,726,94.38,09-05-2022,North,Accessories,,,,,,,,,,,
935,835,8,Smartphone,4,228,29.37,04-08-2024,North,Electronics,,,,,,,,,,,
936,836,5,Headphones,3,2274,442.57,31-07-2022,North,Accessories,,,,,,,,,,,
937,837,9,Keyboard,9,2628,459.87,13-09-2024,North,Accessories,,,,,,,,,,,
938,838,4,Camera,6,606,104.85,26-05-2024,South,Electronics,,,,,,,,,,,
939,839,5,Headphones,8,7256,558.79,15-11-2024,East,Accessories,,,,,,,,,,,
940,840,4,Camera,4,1956,125.69,11-03-2023,West,Electronics,,,,,,,,,,,
941,841,1,Printer,6,3954,690.1,20-06-2024,South,Office,,,,,,,,,,,
942,842,9,Keyboard,6,2262,442.86,11-01-2023,East,Accessories,,,,,,,,,,,
943,843,1,Printer,4,2804,391.59,15-02-2022,North,Office,,,,,,,,,,,
944,844,3,Tablet,9,5850,1511.06,26-04-2022,South,Electronics,,,,,,,,,,,
945,845,9,Keyboard,1,56,9.16,07-06-2023,West,Accessories,,,,,,,,,,,
946,846,7,Monitor,9,4302,344.64,17-01-2024,East,Accessories,,,,,,,,,,,
947,847,4,Camera,9,10143,1690.66,14-05-2024,West,Electronics,,,,,,,,,,,
948,848,5,Headphones,1,1012,164.89,15-05-2023,North,Accessories,,,,,,,,,,,
949,849,3,Tablet,9,8964,448.62,22-05-2023,East,Electronics,,,,,,,,,,,
950,850,2,Mouse,6,1758,262.36,05-08-2022,South,Accessories,,,,,,,,,,,
951,851,1,Printer,6,6348,557.72,12-10-2023,North,Office,,,,,,,,,,,
952,852,1,Printer,2,1582,422.46,04-11-2023,North,Office,,,,,,,,,,,
953,853,2,Mouse,2,1924,394.4,17-05-2023,South,Accessories,,,,,,,,,,,
954,854,9,Keyboard,1,120,23.86,02-04-2023,North,Accessories,,,,,,,,,,,
955,855,5,Headphones,8,7752,1943.84,26-01-2024,East,Accessories,,,,,,,,,,,
956,856,4,Camera,2,1114,300.44,13-07-2023,East,Electronics,,,,,,,,,,,
957,857,9,Keyboard,5,1765,229.06,28-11-2024,North,Accessories,,,,,,,,,,,
958,858,9,Keyboard,6,6834,1418.21,10-08-2022,West,Accessories,,,,,,,,,,,
959,859,8,Smartphone,5,1520,433.53,14-09-2022,East,Electronics,,,,,,,,,,,
960,860,6,Smartwatch,7,8141,767.6,05-08-2023,West,Electronics,,,,,,,,,,,
961,861,3,Tablet,8,5176,866.36,30-08-2023,South,Electronics,,,,,,,,,,,
962,862,2,Mouse,9,738,64.42,11-05-2024,East,Accessories,,,,,,,,,,,
963,863,1,Printer,9,4086,217.48,17-01-2024,South,Office,,,,,,,,,,,
964,864,2,Mouse,2,442,28.13,16-09-2022,East,Accessories,,,,,,,,,,,
965,865,8,Smartphone,6,2478,153.86,13-01-2023,East,Electronics,,,,,,,,,,,
966,866,9,Keyboard,2,1860,327.15,22-01-2022,South,Accessories,,,,,,,,,,,
967,867,7,Monitor,9,4968,991.82,24-05-2022,East,Accessories,,,,,,,,,,,
968,868,1,Printer,3,1446,278.94,05-03-2023,South,Office,,,,,,,,,,,
969,869,2,Mouse,7,1722,414.87,25-04-2023,East,Accessories,,,,,,,,,,,
970,870,6,Smartwatch,7,6573,460.28,13-07-2024,East,Electronics,,,,,,,,,,,
971,871,5,Headphones,3,2481,249.52,01-09-2024,East,Accessories,,,,,,,,,,,
972,872,7,Monitor,6,3828,1102.86,26-12-2024,West,Accessories,,,,,,,,,,,
973,873,3,Tablet,7,1197,103.34,20-08-2023,East,Electronics,,,,,,,,,,,
974,874,3,Tablet,7,7623,1459.84,09-01-2022,West,Electronics,,,,,,,,,,,
975,875,2,Mouse,9,3384,252.11,14-08-2022,North,Accessories,,,,,,,,,,,
976,876,7,Monitor,8,1296,273.97,01-01-2022,South,Accessories,,,,,,,,,,,
977,877,3,Tablet,8,2840,262.62,25-07-2024,West,Electronics,,,,,,,,,,,
978,878,4,Camera,7,1540,342.93,22-08-2024,East,Electronics,,,,,,,,,,,
979,879,4,Camera,2,1414,308.39,28-06-2022,West,Electronics,,,,,,,,,,,
980,880,4,Camera,8,8328,466.38,26-04-2023,West,Electronics,,,,,,,,,,,
981,881,4,Camera,2,744,217.21,29-08-2023,North,Electronics,,,,,,,,,,,
982,882,2,Mouse,9,1773,168.01,02-01-2023,South,Accessories,,,,,,,,,,,
983,883,8,Smartphone,7,6034,1018.37,11-08-2023,East,Electronics,,,,,,,,,,,
984,884,8,Smartphone,9,756,99.21,22-06-2023,South,Electronics,,,,,,,,,,,
985,885,7,Monitor,8,2256,468.52,27-07-2024,East,Accessories,,,,,,,,,,,
986,886,7,Monitor,7,875,203.63,30-11-2023,North,Accessories,,,,,,,,,,,
987,887,5,Headphones,4,1208,115.13,26-11-2024,South,Accessories,,,,,,,,,,,
988,888,5,Headphones,2,352,54.19,15-08-2023,South,Accessories,,,,,,,,,,,
989,889,1,Printer,6,4266,357.51,23-02-2023,West,Office,,,,,,,,,,,
990,890,3,Tablet,7,1841,496.89,26-03-2022,North,Electronics,,,,,,,,,,,
991,891,4,Camera,1,712,89.5,27-07-2024,East,Electronics,,,,,,,,,,,
992,892,1,Printer,2,724,72.19,23-03-2024,West,Office,,,,,,,,,,,
993,893,8,Smartphone,8,5832,662.72,09-12-2024,West,Electronics,,,,,,,,,,,
994,894,9,Keyboard,6,4188,989.14,17-06-2023,South,Accessories,,,,,,,,,,,
995,895,3,Tablet,1,392,50.7,21-09-2023,West,Electronics,,,,,,,,,,,
996,896,10,Laptop,9,963,49.71,14-05-2022,East,Electronics,,,,,,,,,,,
997,897,4,Camera,6,5706,319.46,13-04-2024,West,Electronics,,,,,,,,,,,
998,898,5,Headphones,7,1365,312.04,11-06-2024,West,Accessories,,,,,,,,,,,
999,899,5,Headphones,1,202,11.24,23-05-2023,South,Accessories,,,,,,,,,,,
1000,900,8,Smartphone,9,2430,613.67,24-12-2023,North,Electronics,,,,,,,,,,,
1001,901,7,Monitor,3,2670,515.39,26-04-2023,South,Accessories,,,,,,,,,,,
1002,902,3,Tablet,7,2758,520.66,21-01-2022,South,Electronics,,,,,,,,,,,
1003,903,7,Monitor,9,873,82.35,14-10-2022,South,Accessories,,,,,,,,,,,
1004,904,6,Smartwatch,9,7245,1410.92,23-08-2023,West,Electronics,,,,,,,,,,,
1005,905,4,Camera,4,960,255.24,13-09-2023,North,Electronics,,,,,,,,,,,
1006,906,6,Smartwatch,4,1284,171.02,28-12-2024,East,Electronics,,,,,,,,,,,
1007,907,2,Mouse,4,512,110.47,09-06-2023,West,Accessories,,,,,,,,,,,
1008,908,6,Smartwatch,9,9729,2039.41,10-07-2022,South,Electronics,,,,,,,,,,,
1009,909,4,Camera,5,1580,166.16,11-01-2023,North,Electronics,,,,,,,,,,,
1010,910,2,Mouse,8,976,234.24,26-07-2023,East,Accessories,,,,,,,,,,,
1011,911,1,Printer,8,1824,495.35,05-01-2024,North,Office,,,,,,,,,,,
1012,912,8,Smartphone,4,3188,202.81,08-05-2023,South,Electronics,,,,,,,,,,,
1013,913,4,Camera,7,5467,556.02,29-11-2023,East,Electronics,,,,,,,,,,,
1014,914,8,Smartphone,6,5406,1277.46,05-09-2024,South,Electronics,,,,,,,,,,,
1015,915,5,Headphones,8,2984,742.31,08-08-2024,East,Accessories,,,,,,,,,,,
1016,916,1,Printer,1,919,193.35,12-04-2023,North,Office,,,,,,,,,,,
1017,917,4,Camera,6,1686,426.72,18-08-2023,South,Electronics,,,,,,,,,,,
1018,918,10,Laptop,7,4165,493.24,02-06-2023,West,Electronics,,,,,,,,,,,
1019,919,8,Smartphone,7,1281,282.63,17-11-2023,West,Electronics,,,,,,,,,,,
1020,920,6,Smartwatch,3,2829,362.16,17-06-2024,East,Electronics,,,,,,,,,,,
1021,921,7,Monitor,3,2211,292.31,06-04-2024,West,Accessories,,,,,,,,,,,
1022,922,5,Headphones,4,4740,607.81,18-12-2024,East,Accessories,,,,,,,,,,,
1023,923,4,Camera,1,718,169.09,09-12-2023,East,Electronics,,,,,,,,,,,
1024,924,5,Headphones,6,1716,108.81,10-10-2022,North,Accessories,,,,,,,,,,,
1025,925,7,Monitor,7,1547,152.59,22-04-2024,South,Accessories,,,,,,,,,,,
1026,926,2,Mouse,1,739,111.18,14-06-2022,North,Accessories,,,,,,,,,,,
1027,927,10,Laptop,3,819,231.88,03-09-2023,West,Electronics,,,,,,,,,,,
1028,928,10,Laptop,8,5696,1156.3,19-12-2023,South,Electronics,,,,,,,,,,,
1029,929,7,Monitor,2,1706,184.71,22-01-2023,South,Accessories,,,,,,,,,,,
1030,930,4,Camera,2,2066,608.23,23-01-2024,North,Electronics,,,,,,,,,,,
1031,931,10,Laptop,2,256,35.66,07-06-2024,North,Electronics,,,,,,,,,,,
1032,932,8,Smartphone,2,1102,182.54,04-02-2024,North,Electronics,,,,,,,,,,,
1033,933,7,Monitor,8,2872,483.94,31-08-2024,North,Accessories,,,,,,,,,,,
1034,934,3,Tablet,4,2584,394.52,11-11-2024,East,Electronics,,,,,,,,,,,
1035,935,2,Mouse,2,1366,298.32,27-07-2024,North,Accessories,,,,,,,,,,,
1036,936,6,Smartwatch,7,1253,354.23,11-05-2024,South,Electronics,,,,,,,,,,,
1037,937,10,Laptop,7,2618,300.81,24-03-2023,West,Electronics,,,,,,,,,,,
1038,938,5,Headphones,9,6822,1811.37,22-09-2022,East,Accessories,,,,,,,,,,,
1039,939,9,Keyboard,6,5286,636.16,05-11-2023,East,Accessories,,,,,,,,,,,
1040,940,7,Monitor,1,579,133.57,13-06-2024,North,Accessories,,,,,,,,,,,
1041,941,10,Laptop,8,1392,190.99,28-02-2022,West,Electronics,,,,,,,,,,,
1042,942,10,Laptop,9,2493,696.69,14-11-2022,West,Electronics,,,,,,,,,,,
1043,943,8,Smartphone,7,6461,766.45,17-09-2023,North,Electronics,,,,,,,,,,,
1044,944,3,Tablet,2,1486,201.07,17-08-2022,East,Electronics,,,,,,,,,,,
1045,945,1,Printer,1,1152,280.28,14-05-2023,South,Office,,,,,,,,,,,
1046,946,6,Smartwatch,2,1750,103.99,12-03-2022,West,Electronics,,,,,,,,,,,
1047,947,8,Smartphone,7,4417,495.37,12-07-2022,West,Electronics,,,,,,,,,,,
1048,948,10,Laptop,4,3724,276.85,05-07-2024,South,Electronics,,,,,,,,,,,
1049,949,4,Camera,3,2220,121.14,16-06-2023,West,Electronics,,,,,,,,,,,
1050,950,7,Monitor,8,9104,2620.58,20-06-2023,West,Accessories,,,,,,,,,,,
1051,951,1,Printer,3,3093,584.23,08-08-2024,West,Office,,,,,,,,,,,
1052,952,5,Headphones,6,3048,842.24,01-03-2023,South,Accessories,,,,,,,,,,,
1053,953,8,Smartphone,1,161,36.58,02-05-2022,North,Electronics,,,,,,,,,,,
1054,954,7,Monitor,7,7238,1889.69,23-07-2023,West,Accessories,,,,,,,,,,,
1055,955,8,Smartphone,3,3561,347.31,30-03-2024,North,Electronics,,,,,,,,,,,
